entity_name,names_merged,n_vendor_ids,hv_txn,hv_exposure,n_flagged,flagged_exposure,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,first_year,last_year,n_agencies,agencies,top_markers,verify_verdict,overtaker_interest,public_context,entity_key
MOODYS INVESTORS SERVICE,1,1,3,400000,1,130000,0,,0,3,3.0,2019,2024,1,DEPT OF TRANSPORTATION,offcontract,,,,MOODYS INVESTORS SERVICE
BURGESS,1,2,9,1158591,6,721694,0,,0,3,3.0,2017,2024,1,DEPT OF TRANSPORTATION,offcontract,,,,BURGESS
POINT ENGINEERS LLC,1,1,52,11667038,44,9905870,0,,0,3,3.0,2019,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,POINT ENGINEERS LLC
VERUS FINANCIAL LLC,1,1,6,1474616,1,100688,0,,0,3,3.0,2016,2018,1,DEPT OF REVENUE,offcontract,,,,VERUS FINANCIAL LLC
RITOCH POWELL ASSOCIATES,1,1,2,242915,1,104002,0,,0,3,3.0,2016,2017,1,DEPT OF TRANSPORTATION,offcontract,,,,RITOCH POWELL ASSOCIATES
HDR CONSTRUCTION CONTROL CORP,1,1,24,7350280,24,7350280,0,,0,3,3.0,2021,2022,1,DEPT OF TRANSPORTATION,offcontract,,,,HDR CONSTRUCTION CONTROL CORP
HEALTH SERVICES ADVISORY GROUP INC,1,1,41,9345020,9,2622718,0,,0,3,3.0,2021,2025,1,AHCCCS,offcontract,,,,HEALTH SERVICES ADVISORY GROUP INC
DESTINY SPRINGS HEALTHCARE LLC,1,1,4,1115170,4,1115170,0,,0,3,3.0,2023,2025,1,DEPT OF CHILD SAFETY,offcontract,,,,DESTINY SPRINGS HEALTHCARE LLC
WICKENBURG COMMUNITY HOSP,1,1,28,5017903,1,102182,0,,0,3,3.0,2017,2025,2,AHCCCS|DEPT OF CHILD SAFETY,offcontract,,,,WICKENBURG COMMUNITY HOSP
FRIENDS OF THE VERDE RIVER GREENWAY,1,2,5,636140,2,265025,0,,0,3,3.0,2018,2025,2,DEPT OF FORESTRY AND FIRE MANAGEMENT|DEPT OF WATER RESOURCES,offcontract,,,,FRIENDS OF THE VERDE RIVER GREENWAY
EASTERSEALS BLAKE FOUNDAT,1,1,2,768051,2,768051,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,EASTERSEALS BLAKE FOUNDAT
WESTERN MARICOPA EDUCATION CENTER 402,2,2,3,4371678,2,850128,0,,0,3,3.0,2021,2024,2,OFFICE OF ECONOMIC OPPORTUNITY|GOVERNOR'S OFFICE,offcontract,,,,WESTERN MARICOPA EDUCATION CENTER 402
ARIZONA YOUTH & FAMILY SE,1,1,2,267847,2,267847,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,ARIZONA YOUTH & FAMILY SE
TOUCHSTONE HTLTH SRVS,1,1,2,279691,2,279691,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,TOUCHSTONE HTLTH SRVS
RANDSTAD NORTH AMERICA INC,1,1,2,304375,2,304375,0,,0,3,3.0,2016,2016,1,DEPT OF CHILD SAFETY,offcontract,,,,RANDSTAD NORTH AMERICA INC
CASA DE LOS NINOS INC,1,2,19,2518913,2,248576,0,,0,3,3.0,2016,2024,3,DEPT OF PUBLIC SAFETY|EARLY CHILDHOOD DEVELOP AND HEALTH BOARD|DEPT OF CHILD SAFETY,offcontract,,,,CASA DE LOS NINOS INC
BOWMAN CONSULTING GROUP LTD,1,1,1,119726,1,119726,0,,0,3,3.0,2025,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,BOWMAN CONSULTING GROUP LTD
LOEB & LOEB LLP,1,1,1,166052,1,166052,0,,0,3,3.0,2025,2025,1,DEPT OF REVENUE,offcontract,,,,LOEB & LOEB LLP
PHOENIX CHILDRENS MED,1,1,2,690030,2,690030,0,,0,3,3.0,2025,2025,1,DEPT OF CHILD SAFETY,offcontract,,,,PHOENIX CHILDRENS MED
STRONG ARM TOURING,1,1,1,160000,1,160000,0,,0,3,3.0,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,offcontract,,,,STRONG ARM TOURING
MOHAVE MENTAL HEALTH CLIN,1,1,1,132963,1,132963,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,MOHAVE MENTAL HEALTH CLIN
BANNER PHYSICIAN SUPER SP,1,1,1,149006,1,149006,0,,0,3,3.0,2025,2025,1,DEPT OF CHILD SAFETY,offcontract,,,,BANNER PHYSICIAN SUPER SP
IRRESISTIBLE FORCE TOURING INC,1,1,1,150000,1,150000,0,,0,3,3.0,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,offcontract,,,,IRRESISTIBLE FORCE TOURING INC
BANNER-UNIVERSITY MEDICAL GROUP,1,1,4,456331,4,456331,0,,0,3,3.0,2024,2025,1,DEPT OF CHILD SAFETY,offcontract,,,,BANNER-UNIVERSITY MEDICAL GROUP
STANTEC CONSULTING SERVICES INC,1,2,22,3094775,9,1087045,0,,0,3,3.0,2018,2025,2,DEPT OF ENVIRONMENTAL QUALITY|DEPT OF TRANSPORTATION,offcontract,,,,STANTEC CONSULTING SERVICES INC
LEE & ASSOCIATES ARIZONA,1,1,1,150000,1,150000,0,,0,3,3.0,2024,2024,1,LAND DEPARTMENT,offcontract,,,,LEE & ASSOCIATES ARIZONA
310 DUST CONTROL,1,1,7,1058323,7,1058323,0,,0,3,3.0,2023,2025,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,offcontract,,,,310 DUST CONTROL
DEVEREUX ARIZONA,2,3,13,1877467,1,160080,0,,0,3,3.0,2016,2024,2,DEPT OF CHILD SAFETY|AHCCCS,offcontract,,,,DEVEREUX ARIZONA
NATIONAL WILD TURKEY FEDERATION,1,1,1,193724,1,193724,0,,0,3,3.0,2017,2017,1,DEPT OF WATER RESOURCES,offcontract,,,,NATIONAL WILD TURKEY FEDERATION
CHILD & FAMILY SUPPORT,2,2,9,2310317,3,1452326,0,,0,3,3.0,2022,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,CHILD & FAMILY SUPPORT
RF TECHNOLOGIES,1,1,2,237424,1,120296,0,,0,3,3.0,2023,2023,1,DEPT OF VETERANS SERVICES,offcontract,,,,RF TECHNOLOGIES
EMPOWERMENT SYSTEMS INC,1,1,3,342482,2,237973,0,,0,3,3.0,2016,2017,1,DEPT OF VETERANS SERVICES,offcontract,,,,EMPOWERMENT SYSTEMS INC
QUALITY TESTING LLC,1,1,2,230208,2,230208,0,,0,3,3.0,2025,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,QUALITY TESTING LLC
MIND 247 PRACTICE LLC,1,1,2,445734,2,445734,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,MIND 247 PRACTICE LLC
STATEWIDE INDEPENDENT LIVING COUNCIL,1,1,4,523394,1,175804,0,,0,3,3.0,2023,2025,2,DEPT OF HEALTH SERVICES|DEPT OF ECONOMIC SECURITY,offcontract,,,,STATEWIDE INDEPENDENT LIVING COUNCIL
SOUTHWEST NETWORK INC,1,1,2,375096,2,375096,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,SOUTHWEST NETWORK INC
RES-CARE,1,1,4,960364,4,960364,0,,0,3,3.0,2016,2016,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,RES-CARE
ROOSEVELT IRRIGATION DISTRICT,1,1,1,195459,1,195459,0,,0,3,3.0,2016,2016,1,DEPT OF ENVIRONMENTAL QUALITY,offcontract,,,,ROOSEVELT IRRIGATION DISTRICT
OASIS BEHAVIORAL HLTH HSP,1,2,14,2026109,3,712410,0,,0,3,3.0,2021,2025,2,AHCCCS|DEPT OF CHILD SAFETY,offcontract,,,,OASIS BEHAVIORAL HLTH HSP
KELLY SERVICES INC,1,1,3,746515,1,232391,0,,0,3,3.0,2016,2016,2,DEPT OF ECONOMIC SECURITY|DEPT OF CHILD SAFETY,offcontract,,,,KELLY SERVICES INC
QUAIL RUN BEHAVIORAL HLTH,1,1,2,234710,1,132123,0,,0,3,3.0,2019,2025,2,DEPT OF CHILD SAFETY|AHCCCS,offcontract,,,,QUAIL RUN BEHAVIORAL HLTH
SAN CARLOS IRRIGATION AND DRAINAGE DISTRICT,1,1,4,1071366,4,1071366,0,,0,3,3.0,2022,2022,2,DEPT OF TRANSPORTATION|DEPT OF WATER RESOURCES,offcontract,,,,SAN CARLOS IRRIGATION AND DRAINAGE DISTRICT
STINSON LEONARD STREET LLP,1,1,2,242776,1,138208,0,,0,3,3.0,2021,2025,1,DEPT OF ADMINISTRATION,offcontract,,,,STINSON LEONARD STREET LLP
CONSOR ENGINEERS LLC,1,1,3,329633,2,228378,0,,0,3,3.0,2020,2023,1,DEPT OF TRANSPORTATION,offcontract,,,,CONSOR ENGINEERS LLC
EPS GROUP INC,1,2,25,4495970,25,4495970,0,,0,3,3.0,2017,2024,1,DEPT OF TRANSPORTATION,offcontract,,,,EPS GROUP INC
WESTERN FENCE COMPANY,1,1,3,671615,1,214792,0,,0,3,3.0,2024,2025,2,LAND DEPARTMENT|PARKS BOARD,offcontract,,,,WESTERN FENCE COMPANY
BROWN AND CALDWELL INC,1,2,7,913053,1,164229,0,,0,3,3.0,2016,2021,1,DEPT OF ENVIRONMENTAL QUALITY,offcontract,,,,BROWN AND CALDWELL INC
GTECH CORPORATION,2,1,8,1555510,3,500538,0,,0,3,3.0,2016,2019,1,LOTTERY COMMISSION,offcontract,,,,GTECH CORPORATION
SOUTHWEST BEHAVIORAL HEALTH SERVICES INC,1,1,3,639945,2,389945,0,,0,3,3.0,2023,2024,2,DEPT OF CHILD SAFETY|ATTORNEY GENERAL (DEPT OF LAW),offcontract,,,,SOUTHWEST BEHAVIORAL HEALTH SERVICES INC
WINDHAVEN PSHYCH HOSP PHA,1,1,1,131423,1,131423,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,WINDHAVEN PSHYCH HOSP PHA
NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND,1,1,56,9089981,42,6516033,0,,0,3,3.0,2022,2025,1,DEPT OF HEALTH SERVICES,offcontract,,,,NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND
ST LUKES BEHAVIORAL HOSPITAL LP,1,1,1,191204,1,191204,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,ST LUKES BEHAVIORAL HOSPITAL LP
CONSULTANT ENGINEERING INC,1,2,38,5506241,24,3826005,0,,0,3,3.0,2016,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,CONSULTANT ENGINEERING INC
XEROX CORPORATION,1,1,4,1068697,4,1068697,0,,0,3,3.0,2016,2016,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,XEROX CORPORATION
JASON DERULO INC,1,1,1,150000,1,150000,0,,0,3,3.0,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,offcontract,,,,JASON DERULO INC
"SCHLESINGER CONSULTING ENGINEERING, PLLC",2,2,3,974921,3,974921,0,,0,3,3.0,2021,2022,1,DEPT OF TRANSPORTATION,offcontract,,,,"SCHLESINGER CONSULTING ENGINEERING, PLLC"
EQUIFAX WORKFORCE SOLUTIONS LLC,1,1,82,19409714,2,355479,0,,0,3,3.0,2023,2025,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,EQUIFAX WORKFORCE SOLUTIONS LLC
GANNETT FLEMING PROJECT DEVELOPMENT CORPORATION,2,2,15,3132254,6,1454885,0,,0,3,3.0,2016,2020,1,DEPT OF TRANSPORTATION,offcontract,,,,GANNETT FLEMING PROJECT DEVELOPMENT CORPORATION
ARIZONA HOSPITAL AND HEALTHCARE ASSN,1,1,40,19143641,1,175895,0,,0,3,3.0,2020,2025,2,AHCCCS|DEPT OF HEALTH SERVICES,offcontract,,,,ARIZONA HOSPITAL AND HEALTHCARE ASSN
DEIH LLC,1,1,17,2112914,17,2112914,0,,0,3,3.0,2024,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,DEIH LLC
YUMA REHABILITATION HOSPITAL,1,1,1,152113,1,152113,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,YUMA REHABILITATION HOSPITAL
YUMA REGIONAL MEDICAL CENTER,1,1,10,2358023,1,150779,0,,0,3,3.0,2024,2025,2,BOARD OF NURSING|DEPT OF CHILD SAFETY,offcontract,,,,YUMA REGIONAL MEDICAL CENTER
JEWISH FAMILY & CHILDRENS SERVICE INC,1,1,2,1032702,2,1032702,0,,0,3,3.0,2023,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,JEWISH FAMILY & CHILDRENS SERVICE INC
MENTALLY ILL KIDS DISTRSS,1,1,1,124612,1,124612,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,MENTALLY ILL KIDS DISTRSS
FLYING R FARMS,1,1,1,150000,1,150000,0,,0,3,3.0,2023,2023,1,GAME AND FISH DEPARTMENT,offcontract,,,,FLYING R FARMS
EMPACT SUICIDE PREVENTION CENTER,1,1,4,1270259,2,1045223,0,,0,3,3.0,2021,2024,2,ATTORNEY GENERAL (DEPT OF LAW)|DEPT OF CHILD SAFETY,offcontract,,,,EMPACT SUICIDE PREVENTION CENTER
STRUCK LOVE BOJANOWSKI & ACEDO PLC,1,2,18,2936407,1,104374,0,,0,3,3.0,2018,2022,1,DEPT OF CORRECTIONS,offcontract,,,,STRUCK LOVE BOJANOWSKI & ACEDO PLC
VERUS ANALYTICS LLC,1,1,5,959967,1,163766,0,,0,3,3.0,2019,2021,1,DEPT OF REVENUE,offcontract,,,,VERUS ANALYTICS LLC
YAVAPAI COMMUNITY HOSPITAL ASSN,1,1,1,136558,1,136558,0,,0,3,3.0,2024,2024,1,DEPT OF CHILD SAFETY,offcontract,,,,YAVAPAI COMMUNITY HOSPITAL ASSN
GERMANE SOLUTIONS,1,1,35,6000432,7,1490630,0,,0,3,3.0,2019,2024,1,DEPT OF HEALTH SERVICES,offcontract,,,,GERMANE SOLUTIONS
PREMIER ENGINEERING CORP,1,1,3,406219,1,144116,0,,0,3,3.0,2016,2019,1,DEPT OF TRANSPORTATION,offcontract,,,,PREMIER ENGINEERING CORP
WILSON & CO,1,1,2,239472,2,239472,0,,0,3,3.0,2024,2024,1,DEPT OF TRANSPORTATION,offcontract,,,,WILSON & CO
WESLEY MEHL,1,1,1,105484,1,105484,0,,0,3,3.0,2024,2024,1,LAND DEPARTMENT,offcontract,,,,WESLEY MEHL
ARIZONAS CHILDREN ASSOC.,1,1,1,105832,1,105832,0,,0,3,3.0,2023,2023,1,DEPT OF CHILD SAFETY,offcontract,,,,ARIZONAS CHILDREN ASSOC.
CROTHALL HEALTHCARE INC,1,2,16,1822172,2,221768,0,,0,3,3.0,2016,2021,1,DEPT OF HEALTH SERVICES,offcontract,,,,CROTHALL HEALTHCARE INC
INTERNATIONAL RESCUE COMMITTEE,1,2,65,59736715,1,1494440,0,,1,2,3.0,2018,2025,2,DEPT OF ECONOMIC SECURITY|DEPT OF PUBLIC SAFETY,offcontract|no_contract_named,,,,INTERNATIONAL RESCUE COMMITTEE
BANNER-UNIV MED GROUP,1,1,2,391230,2,391230,0,,0,3,3.0,2025,2025,1,DEPT OF CHILD SAFETY,offcontract,,,,BANNER-UNIV MED GROUP
TRISTAR ENGINEERING AND MANAGEMENT INC,1,2,14,2125847,6,740306,0,,0,3,3.0,2018,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,TRISTAR ENGINEERING AND MANAGEMENT INC
ARIZONA HOUSING COALITION,3,3,27,6822634,1,121192,0,,0,3,3.0,2021,2025,3,DEPT OF VETERANS SERVICES|DEPT OF HOUSING|AHCCCS,offcontract,,,,ARIZONA HOUSING COALITION
SPRINT NEXTEL,1,1,8,1141556,8,1141556,0,,0,3,2.8,2016,2017,1,DEPT OF ADMINISTRATION,offcontract,,,,SPRINT NEXTEL
1200 - LEWIS - INMATE TRUST ACCOUNT,1,1,37,4111239,37,4111239,0,,0,3,2.8,2016,2018,1,DEPT OF CORRECTIONS,offcontract,,,,1200 - LEWIS - INMATE TRUST ACCOUNT
DELL FINANCIAL SERVICES,1,2,8,3569692,3,1427877,0,,0,3,2.8,2018,2022,1,DEPT OF REVENUE,offcontract,,,,DELL FINANCIAL SERVICES
VOYAGER FLEET SYSTEMS INC,1,1,3,309167,3,309167,0,,0,3,2.8,2016,2016,1,DEPT OF CHILD SAFETY,offcontract,,,,VOYAGER FLEET SYSTEMS INC
COGNIZANT TRIZETTO SOFWARE GROUP INC.,2,2,12,2632466,1,113748,0,,0,3,2.8,2017,2022,2,DEPT OF ECONOMIC SECURITY|DEPT OF CHILD SAFETY,offcontract,,,,COGNIZANT TRIZETTO SOFWARE GROUP INC.
WPS INC,1,1,6,683829,6,683829,0,,0,3,2.8,2024,2025,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,offcontract,,,,WPS INC
PERIMETER SOLUTIONS LP,1,1,12,2164388,11,2046460,0,,0,3,2.8,2019,2025,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,offcontract,,,,PERIMETER SOLUTIONS LP
PKA KINGMAN LLC,1,1,1,165720,1,165720,0,,0,3,2.8,2024,2024,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,PKA KINGMAN LLC
U S BANK NATIONAL ASSN,1,1,190,1879391713,10,18707833,0,,0,3,2.8,2019,2025,5,DEPT OF PUBLIC SAFETY|WATER INFRASTRUCTURE FINANCE AUTHORITY OF ARIZONA|DEPT OF ADMINISTRATION|STATEWIDE SYSTEMS PROCESSING|DEPT OF TRANSPORTATION,,,,,U S BANK NATIONAL ASSN
QWEST,1,1,22,5296408,21,5162521,0,,0,3,2.8,2016,2017,2,DEPT OF ADMINISTRATION|SUPREME COURT,offcontract,,,,QWEST
MESA FIRST AVENUE PARTNERS LLC,1,1,84,11468376,60,8191697,0,,0,3,2.8,2016,2022,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,MESA FIRST AVENUE PARTNERS LLC
ZACHAR LAW FIRM PC,2,1,8,11414488,1,650000,0,,0,3,2.8,2016,2024,1,DEPT OF ADMINISTRATION,offcontract,,,,ZACHAR LAW FIRM PC
THALES DIS USA INC,1,1,35,5494196,1,256501,0,,0,3,2.8,2023,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,THALES DIS USA INC
PECOS VALLEY WILDFIRE LLC,1,1,1,112018,1,112018,0,,0,3,2.8,2024,2024,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,offcontract,,,,PECOS VALLEY WILDFIRE LLC
SOUTHWEST GAS CORPORATION,2,2,10,2060016,9,1667382,0,,0,3,2.8,2016,2024,2,DEPT OF CORRECTIONS|DEPT OF TRANSPORTATION,offcontract,,,,SOUTHWEST GAS CORPORATION
JOHNSON CONTROLS INC,1,1,20,5782427,2,238364,0,,0,3,2.8,2016,2020,4,DEPT OF ADMINISTRATION|EXPOSITION AND STATE FAIR BOARD|DEPT OF CORRECTIONS|DEPT OF HEALTH SERVICES,offcontract,,,,JOHNSON CONTROLS INC
ARROWHEAD SCIENTIFIC INC,1,1,1,110557,1,110557,0,,0,3,2.8,2023,2023,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,ARROWHEAD SCIENTIFIC INC
VERIZON WIRELESS SERVICE LLC,1,1,7,844817,7,844817,0,,0,3,2.8,2016,2017,1,DEPT OF CHILD SAFETY,offcontract,,,,VERIZON WIRELESS SERVICE LLC
KELMAR ASSOCIATES LLC,1,1,2,411876,1,118094,0,,0,3,2.8,2019,2021,1,DEPT OF REVENUE,offcontract,,,,KELMAR ASSOCIATES LLC
RICHARD B SHEINFELD,1,1,2,1015416,2,1015416,0,,0,3,2.8,2016,2016,1,DEPT OF PUBLIC SAFETY,offcontract,,,,RICHARD B SHEINFELD
UNIVERSITY OF ARIZONA (FINANCIAL SERVICES OFFICE),1,1,961,2864215549,9,19982433,0,,0,3,2.8,2016,2022,4,UNIVERSITY OF ARIZONA|BOARD OF REGENTS|GEOLOGICAL SURVEY|DEPT OF ADMINISTRATION,,,,,UNIVERSITY OF ARIZONA (FINANCIAL SERVICES OFFICE)
CAVCO INDUSTRIES INC,1,1,2,348849,2,348849,0,,0,3,2.8,2022,2022,1,PARKS BOARD,offcontract,,,,CAVCO INDUSTRIES INC
BUILDERS GUILD INC,1,2,8,2287870,3,745667,0,,0,3,2.8,2016,2025,2,DEPT OF TRANSPORTATION|DEPT OF ADMINISTRATION,offcontract,,,,BUILDERS GUILD INC
EPICOR SOFTWARE CORP,1,1,2,328556,2,328556,0,,0,3,2.8,2024,2025,1,DEPT OF CORRECTIONS,offcontract,,,,EPICOR SOFTWARE CORP
CALMAT CO,1,1,37,5546784,4,1221913,0,,0,3,2.8,2022,2024,2,DEPT OF CORRECTIONS|DEPT OF TRANSPORTATION,offcontract,,,,CALMAT CO
PHOENIX VAN BUREN PARTNERS LLC,1,1,96,11167234,73,8443414,0,,0,3,2.8,2016,2021,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,PHOENIX VAN BUREN PARTNERS LLC
BOWRING MARSH (BERMUDA) LTD,1,1,1,762136,1,762136,0,,0,3,2.8,2021,2021,1,DEPT OF ADMINISTRATION,,,,,BOWRING MARSH (BERMUDA) LTD
URETEK USA INC,2,2,6,783656,1,123166,0,,0,3,2.8,2016,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,URETEK USA INC
BREYER LAW OFFICES PC,1,1,2,3397640,1,3147640,0,,0,3,2.8,2024,2025,1,DEPT OF ADMINISTRATION,offcontract,,,,BREYER LAW OFFICES PC
WHELCON CONTRACTORS LLC,1,1,19,3358759,14,2673514,0,,0,3,2.8,2020,2025,2,DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF TRANSPORTATION,offcontract,,,,WHELCON CONTRACTORS LLC
CLOUD SOFTWARE GROUP INC,1,1,9,3467220,2,314992,0,,0,3,2.8,2024,2024,1,AHCCCS,offcontract,,,,CLOUD SOFTWARE GROUP INC
DANIEL C KLATT,1,1,1,109117,1,109117,0,,0,3,2.8,2025,2025,1,DEPT OF ADMINISTRATION,offcontract,,,,DANIEL C KLATT
NETSMART TECHNOLOGIES,1,2,9,1464706,3,623963,0,,0,3,2.8,2016,2025,1,DEPT OF HEALTH SERVICES,offcontract,,,,NETSMART TECHNOLOGIES
DENNIS A DIXON,1,1,1,150000,1,150000,0,,0,3,2.8,2023,2023,1,DEPT OF LIQUOR LICENSES AND CONTROL,offcontract,,,,DENNIS A DIXON
1000 - FLORENCE-GLOBE - INMATE TRUST ACCOUNT,1,1,1,130579,1,130579,0,,0,3,2.8,2016,2016,1,DEPT OF CORRECTIONS,offcontract,,,,1000 - FLORENCE-GLOBE - INMATE TRUST ACCOUNT
ORACLE FT LOWELL LLC,1,1,1,109764,1,109764,0,,0,3,2.8,2025,2025,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,ORACLE FT LOWELL LLC
AREF MARICOPA LP,1,1,13,1516667,13,1516667,0,,0,3,2.8,2016,2017,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,AREF MARICOPA LP
PHOENIX MIDTOWN CENTER LIMITED PARTNERSHIP,1,1,2,454518,1,192178,0,,0,3,2.8,2018,2019,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,PHOENIX MIDTOWN CENTER LIMITED PARTNERSHIP
MESA FINANCIAL PLAZA LLC,1,1,1,141009,1,141009,0,,0,3,2.8,2016,2016,1,DEPT OF CHILD SAFETY,offcontract,,,,MESA FINANCIAL PLAZA LLC
GENUINE PARTS CO NAPA,1,2,5,645862,2,226474,0,,0,3,2.8,2017,2021,1,DEPT OF PUBLIC SAFETY,offcontract,,,,GENUINE PARTS CO NAPA
AMERICAN NICKELOID COMPANY,1,1,4,721740,4,721740,0,,0,3,2.8,2022,2025,1,DEPT OF CORRECTIONS,offcontract,,,,AMERICAN NICKELOID COMPANY
JUPITER ALUMINUM CORP.,1,1,8,859561,8,859561,0,,0,3,2.8,2023,2025,1,DEPT OF CORRECTIONS,offcontract,,,,JUPITER ALUMINUM CORP.
STURGEON ELECTRIC COMPANY INC,2,2,11,1959309,5,764542,0,,0,3,2.8,2016,2022,2,DEPT OF TRANSPORTATION|DEPT OF CORRECTIONS,offcontract,,,,STURGEON ELECTRIC COMPANY INC
STATE OF ARIZONA,1,2,10617,33329423796,4,1000000,0,,0,3,2.8,2016,2025,3,DEPT OF ECONOMIC SECURITY|DEPT OF EDUCATION|STATEWIDE SYSTEMS PROCESSING,,,,,STATE OF ARIZONA
US BANK,1,3,173,824748724,4,672759,0,,0,3,2.8,2016,2025,6,DEPT OF PUBLIC SAFETY|WATER INFRASTRUCTURE FINANCE AUTHORITY OF ARIZONA|DEPT OF CHILD SAFETY|BOARD OF REGENTS|DEPT OF TRANSPORTATION|ARIZONA FINANCE AUTHORITY,offcontract,,,,US BANK
JDW MANAGEMENT LLC,1,1,2,323347,2,323347,0,,0,3,2.8,2024,2024,1,GAME AND FISH DEPARTMENT,offcontract,,,,JDW MANAGEMENT LLC
VERN LEWIS WELDING SUPPLY INC,1,1,1,107743,1,107743,0,,0,3,2.8,2023,2023,1,DEPT OF CORRECTIONS,offcontract,,,,VERN LEWIS WELDING SUPPLY INC
CORETEK INC,1,1,14,1767420,4,490585,0,,0,3,2.8,2022,2023,1,AHCCCS,offcontract,,,,CORETEK INC
P6 3550 NORTH CENTRAL LLC,1,1,5,510440,5,510440,0,,0,3,2.8,2016,2016,1,DEPT OF WATER RESOURCES,offcontract,,,,P6 3550 NORTH CENTRAL LLC
CELLCO PARTNERSHIP,1,1,1,126952,1,126952,0,,0,3,2.8,2025,2025,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,CELLCO PARTNERSHIP
ARIZONA MUNICIPAL RISK RETENTION POOL,1,1,1,116865,1,116865,0,,0,3,2.8,2025,2025,1,INDUSTRIAL COMMISSION,offcontract,,,,ARIZONA MUNICIPAL RISK RETENTION POOL
AMERICAN ASSN OF MOTOR VEHICLE ADMIN,1,1,5,755429,5,755429,0,,0,3,2.8,2021,2025,1,DEPT OF TRANSPORTATION,offcontract,,,,AMERICAN ASSN OF MOTOR VEHICLE ADMIN
JUST ALL ABOUT YOU,1,1,1,164662,1,164662,0,,0,3,2.8,2023,2023,1,DEPT OF ECONOMIC SECURITY,offcontract,,,,JUST ALL ABOUT YOU
SPRINT SOLUTIONS INC,1,1,8,1207180,4,600119,0,,0,3,2.8,2018,2019,1,DEPT OF ADMINISTRATION,offcontract,,,,SPRINT SOLUTIONS INC
NAVAJO TRIBAL UTILITY AUTHORITY,1,2,2,480219,2,480219,0,,0,3,2.8,2021,2024,2,DEPT OF TRANSPORTATION|DEPT OF PUBLIC SAFETY,offcontract,,,,NAVAJO TRIBAL UTILITY AUTHORITY
"PARSUS SOLUTIONS, LLC",1,1,1,115437,1,115437,0,,0,3,2.8,2016,2016,1,COMMISSION FOR DEAF AND HARD OF HEARING,offcontract,,,,"PARSUS SOLUTIONS, LLC"
PACIFIC LIFE & ANNUITY SERVICES INC,1,1,6,2391025,1,150000,0,,0,3,2.8,2016,2024,1,DEPT OF ADMINISTRATION,offcontract,,,,PACIFIC LIFE & ANNUITY SERVICES INC
PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM,1,1,78,2737669977,34,2154086400,0,,0,3,2.8,2016,2025,4,DEPT OF CORRECTIONS|PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM|GAME AND FISH DEPARTMENT|DEPT OF PUBLIC SAFETY,,explained_benign,2,,PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM
